Time,Monday,,,,Tuesday,,,,Wednesday,,,,Thursday,,,,Friday,,,,Saturday,,,,Sunday,,,,Time,Monday,,,,Tuesday,,,,Wednesday,,,,Thursday,,,,Friday,,,,Saturday,,,,Sunday,,,,Time,Monday,,,,Tuesday,,,,Wednesday,,,,Thursday,,,,Friday,,,,Saturday,,,,Sunday,,,,Time,Monday,,,,Tuesday,,,,Wednesday,,,,Thursday,,,,Friday,,,,Saturday,,,,Sunday,,,
04:30,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,04:30,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,04:30,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,04:30,Home,0,0,,Home,0,0,,Home,0,0,,Home,0,0,,Home,0,0,,Home,0,0,,Home,0,0,
05:00,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,05:00,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,05:00,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,05:00,Home,0,0,,Home,0,0,,Home,0,0,,Home,0,0,,Home,0,0,,Home,0,0,,Home,0,0,
05:30,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,05:30,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,05:30,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,05:30,Home,0,0,,Home,0,0,,Home,0,0,,Home,0,0,,Home,0,0,,Home,0,0,,Home,0,0,
06:00,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,06:00,Travel,,0,,Travel,,0,,Travel,,0,,Travel,,0,,Travel,,0,,Home ,0,0,,Home ,0,0,,06:00,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,06:00,Home,0,0,,Home,0,0,,Home,0,0,,Home,0,0,,Home,0,0,,Home,0,0,,Home,0,0,
06:30,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,06:30,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,0,,Home ,0,0,,06:30,Travel,,0,,Travel,,0,,Travel,,0,,Travel,,0,,Travel,,0,,Home ,0,0,,Home ,0,0,,06:30,Home,0,0,,Home,0,0,,Home,0,0,,Home,0,0,,Home,0,0,,Home,0,0,,Home,0,0,
07:00,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,07:00,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,0,,Home ,0,0,,07:00,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Travel,,0,,Home ,0,0,,07:00,Home,0,0,,Home,0,0,,Home,0,0,,Home,0,0,,Home,0,0,,Travel,,0,,Home,0,0,
07:30,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,07:30,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,0,,Home ,0,0,,07:30,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Other,5,10.4,,Home ,0,0,,07:30,Home,0,0,,Home,0,0,,Home,0,0,,Home,0,0,,Home,0,0,,Other,5,10.4,,Home,0,0,
08:00,Travel,,0,,Travel,,0,,Travel,,0,,Travel,,0,,Travel,,0,,Travel,,0,,Travel,,0,,08:00,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,0,,Home ,0,0,,08:00,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Other,5,10.4,,Home ,0,0,,08:00,Home,0,0,,Home,0,0,,Home,0,0,,Home,0,0,,Home,0,0,,Other,5,10.4,,Home,0,0,
08:30,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Other,5,10.4,,Day Trip,3,13.2,,08:30,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,0,,Home ,0,0,,08:30,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Other,5,10.4,,Home ,0,0,,08:30,Travel,,0,,Travel,,0,,Travel,,0,,Travel,,0,,Travel,,0,,Other,5,10.4,,Home,0,0,
09:00,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Other,5,10.4,,Day Trip,3,13.2,,09:00,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Travel,,0,,Home ,0,0,,09:00,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Other,5,10.4,,Home ,0,0,,09:00,Education,2,5.6,,Education,2,5.6,,Education,2,5.6,,Education,2,5.6,,Education,2,5.6,,Other,5,10.4,,Home,0,0,
09:30,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Other,5,10.4,,Day Trip,3,13.2,,09:30,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Shopping,4,7.4,,Home ,0,0,,09:30,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Travel,,10.4,,Home ,0,0,,09:30,Education,2,5.6,,Education,2,5.6,,Education,2,5.6,,Education,2,5.6,,Education,2,5.6,,Travel,,10.4,,Home,0,0,
10:00,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Other,5,10.4,,Day Trip,3,13.2,,10:00,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Shopping,4,7.4,,Travel,,0,,10:00,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,20.8,,Home ,0,0,,10:00,Education,2,5.6,,Education,2,5.6,,Education,2,5.6,,Education,2,5.6,,Education,2,5.6,,Home,0,20.8,,Home,0,0,
10:30,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Travel,,10.4,,Day Trip,3,13.2,,10:30,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Shopping,4,7.4,,Other,5,10.4,,10:30,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,20.8,,Home ,0,0,,10:30,Education,2,5.6,,Education,2,5.6,,Education,2,5.6,,Education,2,5.6,,Education,2,5.6,,Home,0,20.8,,Home,0,0,
11:00,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,20.8,,Day Trip,3,13.2,,11:00,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Shopping,4,7.4,,Other,5,10.4,,11:00,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,20.8,,Home ,0,0,,11:00,Education,2,5.6,,Education,2,5.6,,Education,2,5.6,,Education,2,5.6,,Education,2,5.6,,Home,0,20.8,,Home,0,0,
11:30,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,20.8,,Day Trip,3,13.2,,11:30,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Travel,,7.4,,Other,5,10.4,,11:30,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,20.8,,Home ,0,0,,11:30,Education,2,5.6,,Education,2,5.6,,Education,2,5.6,,Education,2,5.6,,Education,2,5.6,,Home,0,20.8,,Home,0,0,
12:00,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,20.8,,Day Trip,3,13.2,,12:00,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,14.8,,Other,5,10.4,,12:00,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,20.8,,Home ,0,0,,12:00,Education,2,5.6,,Education,2,5.6,,Education,2,5.6,,Education,2,5.6,,Education,2,5.6,,Home,0,20.8,,Home,0,0,
12:30,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,20.8,,Travel,,13.2,,12:30,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,14.8,,Travel,,10.4,,12:30,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,20.8,,Home ,0,0,,12:30,Education,2,5.6,,Education,2,5.6,,Education,2,5.6,,Education,2,5.6,,Education,2,5.6,,Home,0,20.8,,Home,0,0,
13:00,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,20.8,,Home ,0,26.4,,13:00,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,14.8,,Home ,0,20.8,,13:00,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,20.8,,Home ,0,0,,13:00,Education,2,5.6,,Education,2,5.6,,Education,2,5.6,,Education,2,5.6,,Education,2,5.6,,Home,0,20.8,,Home,0,0,
13:30,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,20.8,,Home ,0,26.4,,13:30,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,14.8,,Home ,0,20.8,,13:30,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,20.8,,Home ,0,0,,13:30,Education,2,5.6,,Education,2,5.6,,Education,2,5.6,,Education,2,5.6,,Education,2,5.6,,Home,0,20.8,,Home,0,0,
14:00,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,20.8,,Home ,0,26.4,,14:00,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,14.8,,Home ,0,20.8,,14:00,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,20.8,,Home ,0,0,,14:00,Education,2,5.6,,Education,2,5.6,,Education,2,5.6,,Education,2,5.6,,Education,2,5.6,,Home,0,20.8,,Home,0,0,
14:30,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,20.8,,Home ,0,26.4,,14:30,Travel,,11.8,,Travel,,11.8,,Travel,,11.8,,Travel,,11.8,,Travel,,11.8,,Home ,0,14.8,,Home ,0,20.8,,14:30,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,20.8,,Home ,0,0,,14:30,Education,2,5.6,,Education,2,5.6,,Education,2,5.6,,Education,2,5.6,,Education,2,5.6,,Home,0,20.8,,Home,0,0,
15:00,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,20.8,,Home ,0,26.4,,15:00,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,14.8,,Home ,0,20.8,,15:00,Travel,,11.8,,Travel,,11.8,,Travel,,11.8,,Travel,,11.8,,Travel,,11.8,,Home ,0,20.8,,Home ,0,0,,15:00,Education,2,5.6,,Education,2,5.6,,Education,2,5.6,,Education,2,5.6,,Education,2,5.6,,Home,0,20.8,,Home,0,0,
15:30,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,20.8,,Home ,0,26.4,,15:30,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,14.8,,Home ,0,20.8,,15:30,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,20.8,,Home ,0,0,,15:30,Travel ,,5.6,,Travel ,,5.6,,Travel ,,5.6,,Travel ,,5.6,,Travel ,,5.6,,Home,0,20.8,,Home,0,0,
16:00,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,20.8,,Home ,0,26.4,,16:00,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,14.8,,Home ,0,20.8,,16:00,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,20.8,,Home ,0,0,,16:00,Home,0,11.2,,Home,0,11.2,,Home,0,11.2,,Home,0,11.2,,Home,0,11.2,,Home,0,20.8,,Home,0,0,
16:30,Travel,,11.8,,Travel,,11.8,,Travel,,11.8,,Travel,,11.8,,Travel,,11.8,,Home ,0,20.8,,Home ,0,26.4,,16:30,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,14.8,,Home ,0,20.8,,16:30,Home ,0,23.6,,Home ,0,23.6,,Travel,,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,20.8,,Home ,0,0,,16:30,Home,0,11.2,,Home,0,11.2,,Home,0,11.2,,Home,0,11.2,,Home,0,11.2,,Home,0,20.8,,Home,0,0,
17:00,Home ,0,23.6,,Other,5,22.2,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,20.8,,Home ,0,26.4,,17:00,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,14.8,,Home ,0,20.8,,17:00,Home ,0,23.6,,Home ,0,23.6,,Other,5,34,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,20.8,,Home ,0,0,,17:00,Home,0,11.2,,Home,0,11.2,,Home,0,11.2,,Home,0,11.2,,Home,0,11.2,,Home,0,20.8,,Home,0,0,
17:30,Home ,0,23.6,,Other,5,22.2,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,20.8,,Home ,0,26.4,,17:30,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,14.8,,Home ,0,20.8,,17:30,Home ,0,23.6,,Home ,0,23.6,,Other,5,34,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,20.8,,Home ,0,0,,17:30,Home,0,11.2,,Home,0,11.2,,Home,0,11.2,,Travel,,11.2,,Home,0,11.2,,Home,0,20.8,,Home,0,0,
18:00,Home ,0,23.6,,Other,5,22.2,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,20.8,,Home ,0,26.4,,18:00,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,14.8,,Home ,0,20.8,,18:00,Home ,0,23.6,,Home ,0,23.6,,Other,5,34,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,20.8,,Home ,0,0,,18:00,Home,0,11.2,,Home,0,11.2,,Home,0,11.2,,Other,5,21.6,,Home,0,11.2,,Home,0,20.8,,Home,0,0,
18:30,Home ,0,23.6,,Other,5,22.2,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,20.8,,Home ,0,26.4,,18:30,Home ,0,23.6,,Travel,,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,14.8,,Home ,0,20.8,,18:30,Home ,0,23.6,,Home ,0,23.6,,Other,5,34,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,20.8,,Home ,0,0,,18:30,Home,0,11.2,,Home,0,11.2,,Home,0,11.2,,Other,5,21.6,,Home,0,11.2,,Home,0,20.8,,Home,0,0,
19:00,Home ,0,23.6,,Travel,,22.2,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,20.8,,Home ,0,26.4,,19:00,Home ,0,23.6,,Other,5,34,,Home ,0,23.6,,Home ,0,23.6,,Travel,,23.6,,Home ,0,14.8,,Home ,0,20.8,,19:00,Home ,0,23.6,,Home ,0,23.6,,Travel,,34,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,20.8,,Home ,0,0,,19:00,Home,0,11.2,,Home,0,11.2,,Home,0,11.2,,Other,5,21.6,,Home,0,11.2,,Home,0,20.8,,Home,0,0,
19:30,Home ,0,23.6,,Home ,0,32.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,20.8,,Home ,0,26.4,,19:30,Home ,0,23.6,,Other,5,34,,Home ,0,23.6,,Home ,0,23.6,,Shopping,4,31,,Home ,0,14.8,,Home ,0,20.8,,19:30,Home ,0,23.6,,Home ,0,23.6,,Home ,0,44.4,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,20.8,,Home ,0,0,,19:30,Home,0,11.2,,Home,0,11.2,,Home,0,11.2,,Other,5,21.6,,Home,0,11.2,,Home,0,20.8,,Home,0,0,
20:00,Home ,0,23.6,,Home ,0,32.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,20.8,,Home ,0,26.4,,20:00,Home ,0,23.6,,Other,5,34,,Home ,0,23.6,,Home ,0,23.6,,Shopping,4,31,,Home ,0,14.8,,Home ,0,20.8,,20:00,Home ,0,23.6,,Home ,0,23.6,,Home ,0,44.4,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,20.8,,Home ,0,0,,20:00,Home,0,11.2,,Home,0,11.2,,Home,0,11.2,,Travel,,21.6,,Home,0,11.2,,Home,0,20.8,,Home,0,0,
20:30,Home ,0,23.6,,Home ,0,32.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,20.8,,Home ,0,26.4,,20:30,Home ,0,23.6,,Other,5,34,,Home ,0,23.6,,Home ,0,23.6,,Shopping,4,31,,Home ,0,14.8,,Home ,0,20.8,,20:30,Home ,0,23.6,,Home ,0,23.6,,Home ,0,44.4,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,20.8,,Home ,0,0,,20:30,Home,0,11.2,,Home,0,11.2,,Home,0,11.2,,Home,0,32,,Home,0,11.2,,Home,0,20.8,,Home,0,0,
21:00,Home ,0,23.6,,Home ,0,32.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,20.8,,Home ,0,26.4,,21:00,Home ,0,23.6,,Travel,,34,,Home ,0,23.6,,Home ,0,23.6,,Shopping,4,31,,Home ,0,14.8,,Home ,0,20.8,,21:00,Home ,0,23.6,,Home ,0,23.6,,Home ,0,44.4,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,20.8,,Home ,0,0,,21:00,Home,0,11.2,,Home,0,11.2,,Home,0,11.2,,Home,0,32,,Home,0,11.2,,Home,0,20.8,,Home,0,0,
21:30,Home ,0,23.6,,Home ,0,32.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,20.8,,Home ,0,26.4,,21:30,Home ,0,23.6,,Home ,0,44.4,,Home ,0,23.6,,Home ,0,23.6,,Travel,,31,,Home ,0,14.8,,Home ,0,20.8,,21:30,Home ,0,23.6,,Home ,0,23.6,,Home ,0,44.4,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,20.8,,Home ,0,0,,21:30,Home,0,11.2,,Home,0,11.2,,Home,0,11.2,,Home,0,32,,Home,0,11.2,,Home,0,20.8,,Home,0,0,
22:00,Home ,0,23.6,,Home ,0,32.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,20.8,,Home ,0,26.4,,22:00,Home ,0,23.6,,Home ,0,44.4,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,38.4,,Home ,0,14.8,,Home ,0,20.8,,22:00,Home ,0,23.6,,Home ,0,23.6,,Home ,0,44.4,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,20.8,,Home ,0,0,,22:00,Home,0,11.2,,Home,0,11.2,,Home,0,11.2,,Home,0,32,,Home,0,11.2,,Home,0,20.8,,Home,0,0,
